"","DATE","HLY.CLOD.PCTOVC","HLY.DEWP.NORMAL","HLY.HIDX.NORMAL","HLY.TEMP.NORMAL","HLY.WIND.AVGSPD"
"850","02-05T10:00:00",500,17.3,25.4,25.4,11.6
"851","02-05T11:00:00",487,17.7,27,27,12
"852","02-05T12:00:00",505,18.1,28.2,28.2,12.2
"853","02-05T13:00:00",500,18.5,29.2,29.2,12.4
"854","02-05T14:00:00",495,18.6,29.7,29.7,12.4
"855","02-05T15:00:00",501,18.7,29.6,29.6,12.5
"856","02-05T16:00:00",485,18.7,29.1,29.1,12.3
"857","02-05T17:00:00",494,18.7,27.9,27.9,11.8
"858","02-05T18:00:00",509,18.7,26.8,26.8,11.2
"859","02-05T19:00:00",515,18.5,25.9,25.9,11
"860","02-05T20:00:00",509,18.2,25.3,25.3,11
"861","02-05T21:00:00",516,17.9,24.7,24.7,10.9
"862","02-05T22:00:00",525,17.7,24.2,24.2,10.7
"863","02-05T23:00:00",517,17.4,23.7,23.7,10.5
"864","02-06T00:00:00",501,17,23.2,23.2,10.2
"865","02-06T01:00:00",498,16.8,22.8,22.8,10.2
"866","02-06T02:00:00",502,16.6,22.4,22.4,10
"867","02-06T03:00:00",489,16.4,22,22,9.9
"868","02-06T04:00:00",482,16.2,21.6,21.6,9.9
"869","02-06T05:00:00",486,16,21.4,21.4,9.7
"870","02-06T06:00:00",494,15.9,21.3,21.3,9.9
"871","02-06T07:00:00",510,15.8,21.1,21.1,9.9
"872","02-06T08:00:00",511,16.1,21.9,21.9,10.2
"873","02-06T09:00:00",509,16.7,23.5,23.5,11
"874","02-06T10:00:00",484,17.2,25.4,25.4,11.7
"875","02-06T11:00:00",472,17.7,27,27,12.1
"876","02-06T12:00:00",491,18.1,28.3,28.3,12.3
"877","02-06T13:00:00",487,18.5,29.3,29.3,12.6
"878","02-06T14:00:00",485,18.6,29.7,29.7,12.5
"879","02-06T15:00:00",492,18.7,29.7,29.7,12.6
"880","02-06T16:00:00",473,18.7,29.2,29.2,12.4
"881","02-06T17:00:00",483,18.8,28.1,28.1,11.9
"882","02-06T18:00:00",505,18.7,26.9,26.9,11.3
"883","02-06T19:00:00",514,18.5,26,26,11
"884","02-06T20:00:00",508,18.3,25.4,25.4,11
"885","02-06T21:00:00",515,17.9,24.9,24.9,10.9
"886","02-06T22:00:00",518,17.8,24.3,24.3,10.6
"887","02-06T23:00:00",507,17.6,23.9,23.9,10.3
"888","02-07T00:00:00",498,17.1,23.3,23.3,10.1
"889","02-07T01:00:00",493,16.9,22.9,22.9,10
"890","02-07T02:00:00",495,16.8,22.6,22.6,9.8
"891","02-07T03:00:00",482,16.6,22.2,22.2,9.7
"892","02-07T04:00:00",479,16.4,21.8,21.8,9.8
"893","02-07T05:00:00",483,16.2,21.6,21.6,9.6
"894","02-07T06:00:00",481,16.2,21.5,21.5,9.8
"895","02-07T07:00:00",494,16,21.3,21.3,9.8
"896","02-07T08:00:00",502,16.4,22.1,22.1,10.2
"897","02-07T09:00:00",497,17,23.8,23.8,11
"898","02-07T10:00:00",475,17.5,25.7,25.7,11.7
"899","02-07T11:00:00",465,18,27.4,27.4,12.1
"900","02-07T12:00:00",489,18.4,28.7,28.7,12.4
"901","02-07T13:00:00",490,18.8,29.7,29.7,12.7
"902","02-07T14:00:00",485,18.9,30.1,30.1,12.6
"903","02-07T15:00:00",498,19,30.1,30.1,12.7
"904","02-07T16:00:00",483,19,29.7,29.7,12.5
"905","02-07T17:00:00",491,19.1,28.5,28.5,11.9
"906","02-07T18:00:00",516,19.1,27.3,27.3,11.4
"907","02-07T19:00:00",523,18.9,26.4,26.4,11
"908","02-07T20:00:00",513,18.6,25.8,25.8,11.1
"909","02-07T21:00:00",519,18.3,25.2,25.2,10.9
"910","02-07T22:00:00",517,18.1,24.6,24.6,10.5
