"","DATE","HLY.CLOD.PCTOVC","HLY.DEWP.NORMAL","HLY.HIDX.NORMAL","HLY.TEMP.NORMAL","HLY.WIND.AVGSPD"
"2775","04-26T15:00:00",296,61.1,81.6,80.2,11.9
"2776","04-26T16:00:00",298,61,80.9,79.7,11.9
"2777","04-26T17:00:00",279,61.1,79.8,78.7,12.1
"2778","04-26T18:00:00",299,61.5,77.8,76.9,11.4
"2779","04-26T19:00:00",286,62.2,74.3,74,9.9
"2780","04-26T20:00:00",284,62.6,71.8,71.6,8.9
"2781","04-26T21:00:00",301,62.7,70.3,70.3,8.1
"2782","04-26T22:00:00",315,62.7,69.3,69.3,7.5
"2783","04-26T23:00:00",312,62.6,68.4,68.4,6.9
"2784","04-27T00:00:00",348,62.5,67.6,67.6,6.7
"2785","04-27T01:00:00",352,62.3,66.8,66.8,6.4
"2786","04-27T02:00:00",347,61.9,66.1,66.1,6
"2787","04-27T03:00:00",399,61.7,65.7,65.7,6
"2788","04-27T04:00:00",400,61.5,65.3,65.3,6
"2789","04-27T05:00:00",397,61.3,64.9,64.9,6
"2790","04-27T06:00:00",452,61.3,64.7,64.7,6.2
"2791","04-27T07:00:00",427,62.2,66.5,66.5,7.2
"2792","04-27T08:00:00",442,62.7,69.5,69.5,8.9
"2793","04-27T09:00:00",359,62.3,72.7,72.5,9.9
"2794","04-27T10:00:00",337,61.7,75.6,75,10.7
"2795","04-27T11:00:00",344,61.4,77.9,77,10.6
"2796","04-27T12:00:00",348,61.1,79.7,78.5,11.3
"2797","04-27T13:00:00",324,61.1,80.8,79.5,11.5
"2798","04-27T14:00:00",301,61.2,81.6,80.1,11.7
"2799","04-27T15:00:00",294,61.1,81.8,80.3,11.8
"2800","04-27T16:00:00",291,61.1,81.1,79.8,11.8
"2801","04-27T17:00:00",281,61.2,80,78.8,11.9
"2802","04-27T18:00:00",303,61.6,78,77.1,11.3
"2803","04-27T19:00:00",287,62.3,74.5,74.1,9.8
"2804","04-27T20:00:00",283,62.7,71.9,71.7,8.8
"2805","04-27T21:00:00",297,62.8,70.5,70.4,8.1
"2806","04-27T22:00:00",314,62.8,69.4,69.4,7.4
"2807","04-27T23:00:00",310,62.7,68.5,68.5,6.8
"2808","04-28T00:00:00",348,62.6,67.7,67.7,6.6
"2809","04-28T01:00:00",355,62.3,66.9,66.9,6.3
"2810","04-28T02:00:00",357,62.1,66.2,66.2,5.9
"2811","04-28T03:00:00",401,61.9,65.8,65.8,6
