"","DATE","HLY.CLOD.PCTOVC","HLY.DEWP.NORMAL","HLY.HIDX.NORMAL","HLY.TEMP.NORMAL","HLY.WIND.AVGSPD"
"2126","03-30T14:00:00",107,61.5,80.8,79.5,13.4
"2127","03-30T15:00:00",92,61.4,80.4,79.3,13.3
"2128","03-30T16:00:00",92,61.5,80,78.8,13.1
"2129","03-30T17:00:00",98,61.6,78.5,77.7,12.7
"2130","03-30T18:00:00",116,61.8,76.6,76.1,12.1
"2131","03-30T19:00:00",132,62,74.7,74.5,11
"2132","03-30T20:00:00",111,62.4,73.7,73.5,10
"2133","03-30T21:00:00",96,62.6,73,72.9,9.4
"2134","03-30T22:00:00",99,62.7,72.4,72.4,8.9
"2135","03-30T23:00:00",98,62.7,71.8,71.8,8.9
